,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit
142,2992,Crystal,Assur,Female,26.0,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,49.0,9610 Gateway Trail,3429.0,VIC,Australia,5.0,145,7,2017-06-07,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2005-12-07,745.94
144,2748,Dolorita,Dufaur,Female,96.0,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,56.0,4320 Toban Avenue,2260.0,NSW,Australia,11.0,147,67,2017-04-25,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
145,3262,Maynord,L'Episcopi,Male,65.0,Product Engineer,Entertainment,Mass Customer,N,No,12.0,63.0,2558 Morningstar Center,4221.0,QLD,Australia,8.0,148,14,2017-01-13,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,152.54999999999995
146,788,Gregg,Townsend,Male,62.0,Social Worker,Health,Mass Customer,N,No,11.0,59.0,00 Mockingbird Junction,2141.0,NSW,Australia,9.0,149,89,2017-03-21,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,1305.25
147,3067,Veronique,Wash,Female,8.0,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,32.0,2178 Washington Hill,3806.0,VIC,Australia,6.0,150,9,2017-11-21,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1994-09-09,75.13999999999999
148,701,Ransell,Ruler,Male,18.0,Food Chemist,Health,Mass Customer,N,Yes,8.0,67.0,537 Packers Street,4562.0,QLD,Australia,5.0,151,31,2017-11-11,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2003-03-18,57.72999999999999
149,648,Gardiner,Nutley,Male,86.0,Accountant II,Financial Services,Mass Customer,N,Yes,9.0,45.0,9 Mayfield Road,4551.0,QLD,Australia,7.0,152,92,2017-10-16,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2000-11-03,155.6500000000001
150,3286,Kent,Hatter,Male,23.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,62.0,1 Fairview Park,3977.0,VIC,Australia,7.0,153,37,2017-08-19,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.6100000000001
151,3383,Dane,Swansbury,Male,47.0,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10.0,41.0,48 Rockefeller Court,3786.0,VIC,Australia,8.0,154,3,2017-04-06,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29,1702.5499999999997
152,982,Tibold,Bonwell,Male,14.0,Geologist III,Health,High Net Worth,N,Yes,6.0,63.0,8276 Hudson Trail,2250.0,NSW,Australia,6.0,155,56,2017-11-04,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2016-02-04,75.75
154,385,Kendall,Humes,Male,69.0,Project Manager,Health,High Net Worth,N,No,9.0,56.0,58211 Surrey Crossing,2170.0,NSW,Australia,9.0,157,6,2017-09-15,1,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-11,299.27
155,1229,Sebastian,Trass,Male,38.0,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,23.0,7929 Grasskamp Trail,2119.0,NSW,Australia,11.0,158,50,2017-03-01,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2009-04-12,43.97
156,3232,Rose,Milsom,Female,7.0,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,29.0,78258 Hanover Plaza,3070.0,VIC,Australia,10.0,159,10,2017-08-16,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,1103.43
157,2381,Dulsea,Pladen,Female,91.0,Programmer I,Argiculture,Affluent Customer,N,Yes,5.0,50.0,9 American Ash Plaza,2015.0,NSW,Australia,9.0,161,69,2017-07-10,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2015-04-11,198.22000000000003
158,371,Pernell,Favelle,Male,7.0,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,69.0,92808 Mallard Terrace,3215.0,VIC,Australia,4.0,162,78,2017-12-11,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,1055.82
159,2519,Ryon,Dalliston,Male,76.0,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,43.0,685 International Lane,4825.0,QLD,Australia,2.0,163,80,2017-05-20,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-10,139.2299999999999
160,2264,Tony,Shirley,Female,18.0,Occupational Therapist,Health,Affluent Customer,N,No,9.0,51.0,883 Almo Terrace,3977.0,VIC,Australia,6.0,164,17,2017-07-30,0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,409.8600000000001
161,2637,Marcile,Christley,Female,28.0,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,51.0,518 Colorado Trail,2100.0,NSW,Australia,10.0,165,3,2017-10-25,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,1702.5499999999997
162,3262,Maynord,L'Episcopi,Male,65.0,Product Engineer,Entertainment,Mass Customer,N,No,12.0,63.0,2558 Morningstar Center,4221.0,QLD,Australia,8.0,166,78,2017-11-27,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,1055.82
164,456,Randolph,Redihalgh,Male,47.0,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0,47.0,572 Gerald Trail,2145.0,NSW,Australia,7.0,169,97,2017-05-02,0,Approved,Solex,Standard,medium,large,202.62,151.96,2004-01-16,50.66
165,3121,Mahmoud,Batterbee,Male,82.0,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,64.0,969 Sycamore Point,2304.0,NSW,Australia,7.0,171,100,2017-10-22,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,830.2399999999999
166,2365,Lauretta,Furmonger,Female,2.0,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0,24.0,743 Stone Corner Parkway,4127.0,QLD,Australia,6.0,172,55,2017-04-11,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1991-01-21,1295.43
167,2528,Cassie,Toffaloni,Male,81.0,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,44.0,3 Myrtle Terrace,4161.0,QLD,Australia,7.0,173,100,2017-11-16,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,830.2399999999999
169,3241,Milt,Erett,Male,34.0,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,43.0,7574 Onsgard Drive,4011.0,QLD,Australia,7.0,175,25,2017-12-23,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-11-22,709.34
171,2234,Dylan,Hanvey,Male,48.0,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0,36.0,501 Reindahl Alley,2069.0,NSW,Australia,12.0,177,90,2017-04-13,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997
173,1365,Shurlocke,Pirie,Male,97.0,Research Associate,Health,Mass Customer,N,No,3.0,31.0,970 Sundown Place,3222.0,VIC,Australia,5.0,179,62,2017-01-31,0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,179.44
174,3349,Byram,Lamberts,Male,11.0,Director of Sales,Argiculture,Affluent Customer,N,No,9.0,42.0,9 Brown Pass,3196.0,VIC,Australia,9.0,180,20,2017-03-18,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,195.33999999999992
176,2282,Dominic,Gregoletti,Male,81.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,66.0,953 Del Sol Point,3630.0,VIC,Australia,4.0,182,16,2017-02-18,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2013-03-12,182.81000000000017
180,2582,Harv,Pavey,Male,98.0,Director of Sales,Health,Mass Customer,N,No,7.0,46.0,6551 Atwood Road,4216.0,QLD,Australia,7.0,186,17,2017-11-08,1,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,409.8600000000001
181,1005,Kalila,Birtwistle,Female,94.0,Design Engineer,IT,High Net Worth,N,Yes,8.0,55.0,67 Holmberg Way,2165.0,NSW,Australia,9.0,187,1,2017-07-24,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2003-09-09,1010.02
182,1597,Jeffry,Slowly,Male,93.0,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,46.0,019 Derek Hill,2224.0,NSW,Australia,10.0,188,3,2017-01-15,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999997
183,2713,Hadlee,Mackro,Male,55.0,Statistician II,Retail,Affluent Customer,N,Yes,5.0,68.0,29895 Crest Line Point,2049.0,NSW,Australia,11.0,189,56,2017-01-12,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1993-06-23,45.96000000000001
184,1435,Derek,Podmore,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,55.0,8934 Park Meadow Street,2756.0,NSW,Australia,8.0,190,37,2017-11-27,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2011-05-09,1544.6100000000001
187,1254,Quillan,McDuffie,Male,60.0,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,64.0,563 Northport Drive,4701.0,QLD,Australia,1.0,193,12,2017-06-22,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2009-03-08,1069.5500000000002
188,1423,Tiphanie,Klossek,Female,51.0,Project Manager,Manufacturing,Mass Customer,N,No,19.0,64.0,5700 Banding Lane,2762.0,NSW,Australia,9.0,194,25,2017-05-02,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2011-01-10,709.34
191,591,Sydney,Endacott,Male,16.0,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0,48.0,36912 Gina Pass,2133.0,NSW,Australia,11.0,197,45,2017-05-23,1,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,356.5
192,1017,Jacquenette,Pluthero,Female,88.0,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,44.0,42 Lunder Drive,2027.0,NSW,Australia,11.0,198,74,2017-02-02,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,812.44
193,2123,Shirley,Negal,Female,36.0,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,30.0,43 Sunbrook Terrace,4160.0,QLD,Australia,10.0,199,33,2017-06-08,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26
197,2041,Mort,Heath,Male,52.0,VP Accounting,Financial Services,Mass Customer,N,No,17.0,65.0,51739 Sundown Hill,2009.0,NSW,Australia,9.0,203,67,2017-07-29,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
199,1842,Ephrayim,Beville,Male,89.0,Accountant IV,Financial Services,Mass Customer,N,No,8.0,46.0,9649 Cascade Way,2250.0,NSW,Australia,8.0,205,58,2017-05-27,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12
200,141,Townsend,Trobe,Male,67.0,Teacher,Financial Services,High Net Worth,N,Yes,10.0,69.0,585 Loomis Court,2097.0,New South Wales,Australia,11.0,206,5,2017-05-05,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,451.6500000000001
201,1321,Bree,Domenge,Female,29.0,Editor,Argiculture,Affluent Customer,N,No,8.0,29.0,57384 Sycamore Park,4370.0,QLD,Australia,6.0,207,94,2017-09-09,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,641.64
202,183,Dannie,Hissie,Female,7.0,Geologist III,Retail,Affluent Customer,N,No,3.0,26.0,8 Haas Park,2074.0,NSW,Australia,10.0,208,51,2017-05-21,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10,802.26
204,3356,Dill,Bampford,Male,47.0,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0,64.0,73 Burrows Court,3121.0,VIC,Australia,8.0,210,63,2017-04-12,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,1992-10-02,1383.6100000000001
206,1596,Vinnie,Sails,Male,2.0,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,54.0,5447 Weeping Birch Place,2086.0,NSW,Australia,12.0,212,80,2017-01-13,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-22,872.8900000000001
207,520,Jazmin,Neumann,Female,66.0,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,59.0,3169 Old Gate Point,2211.0,NSW,Australia,9.0,213,82,2017-12-14,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
208,868,Effie,Duddy,Female,84.0,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,44.0,519 Maywood Pass,2768.0,NSW,Australia,10.0,214,46,2017-03-22,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-04-10,1215.34
210,352,Orrin,Finding,Male,12.0,Sales Representative,Retail,Mass Customer,N,No,4.0,44.0,6 Sunbrook Center,4350.0,QLD,Australia,6.0,216,72,2017-11-29,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,90.09999999999997
213,3307,Portia,Thirlwall,Female,96.0,Analyst Programmer,Health,High Net Worth,N,No,14.0,44.0,1172 Mesta Center,4740.0,QLD,Australia,2.0,219,2,2017-11-13,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
214,1502,Margalit,Handrick,Female,52.0,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,33.0,78960 Schiller Lane,2450.0,NSW,Australia,4.0,220,10,2017-04-09,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,1103.43
215,936,Raffaello,Godleman,Male,64.0,Speech Pathologist,Health,High Net Worth,N,No,3.0,35.0,5 Reindahl Point,3400.0,VIC,Australia,2.0,221,35,2017-05-08,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.67999999999995
216,939,Cristian,Theodoris,Male,53.0,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,62.0,32 Dennis Hill,2233.0,NSW,Australia,9.0,222,8,2017-07-08,1,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,187.38999999999987
217,2698,Nedi,MacClay,Female,19.0,Administrative Officer,Health,High Net Worth,N,No,20.0,49.0,77196 West Crossing,2166.0,NSW,Australia,8.0,223,2,2017-11-30,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
218,579,Cathlene,Bellas,Female,89.0,Software Engineer II,Health,Mass Customer,N,No,12.0,49.0,4559 Stoughton Lane,2097.0,NSW,Australia,10.0,224,69,2017-04-25,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003
220,3077,Emelen,Gillopp,Male,19.0,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,23.0,25578 Mayfield Drive,2099.0,NSW,Australia,10.0,226,8,2017-03-10,0,Approved,Solex,Road,medium,small,1703.52,1516.13,1993-04-20,187.38999999999987
221,369,Alic,Trenear,Male,19.0,Actuary,Financial Services,Mass Customer,N,Yes,9.0,32.0,6085 Petterle Circle,3130.0,VIC,Australia,10.0,227,86,2017-03-16,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2005-05-10,110.56
222,821,Gregoor,Aronovitz,Male,41.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,42.0,59000 American Center,2530.0,NSW,Australia,8.0,228,13,2017-04-04,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,2013-03-12,574.6200000000001
223,2687,Fabe,Smallbone,Male,67.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,61.0,40923 Truax Drive,2208.0,NSW,Australia,10.0,229,19,2017-03-13,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,114.93
224,681,Jobyna,Elgey,Female,55.0,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,44.0,76 Hanson Junction,2147.0,NSW,Australia,9.0,230,86,2017-12-23,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2013-06-09,110.56
225,37,Laurie,Dwerryhouse,Female,46.0,Social Worker,Health,High Net Worth,N,No,16.0,37.0,54 Sage Plaza,4726.0,QLD,Australia,1.0,231,46,2017-08-12,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.6100000000001
226,3002,Tracey,Verdun,Male,62.0,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66.0,673 Comanche Parkway,2470.0,NSW,Australia,2.0,232,30,2017-08-04,0,Approved,Solex,Standard,high,medium,748.17,448.9,1999-07-20,299.27
227,396,Peria,Iscowitz,Female,98.0,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,56.0,32 Farragut Avenue,2076.0,NSW,Australia,11.0,233,92,2017-09-01,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,1630.25
230,2325,Emmett,Whatsize,Male,50.0,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0,59.0,92 Schlimgen Hill,3023.0,VIC,Australia,8.0,236,7,2017-08-31,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2003-03-18,144.26
231,1420,Minni,Hanner,Female,14.0,Dental Hygienist,Health,Mass Customer,N,No,11.0,63.0,255 Doe Crossing Terrace,2767.0,NSW,Australia,8.0,237,23,2017-03-11,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02,75.75
234,546,Jorie,Pigott,Female,80.0,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,42.0,20198 Hansons Plaza,2340.0,NSW,Australia,2.0,240,21,2017-11-23,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1991-11-10,690.49
235,2885,Minnie,Rolley,Female,70.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4.0,54.0,17 Sachs Street,2761.0,NSW,Australia,8.0,241,86,2017-03-27,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2003-01-05,110.56
236,2740,Godiva,Bulward,Female,61.0,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,60.0,28820 Monica Circle,2226.0,NSW,Australia,7.0,242,57,2017-12-04,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1998-12-17,1630.25
237,3166,Bronson,Plowman,Male,96.0,Social Worker,Health,Mass Customer,N,No,20.0,68.0,1 Glacier Hill Parkway,2017.0,NSW,Australia,8.0,243,63,2017-11-13,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.6100000000001
238,3487,Amalee,Sanderson,Female,4.0,Analyst Programmer,Health,High Net Worth,N,No,18.0,45.0,30011 Manufacturers Hill,3146.0,VIC,Australia,9.0,244,63,2017-12-20,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,1230.3000000000002
241,3393,Henrietta,Olexa,Female,23.0,Technical Writer,Retail,Mass Customer,N,Yes,7.0,69.0,0 Weeping Birch Plaza,2093.0,NSW,Australia,12.0,247,15,2017-01-29,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2009-03-08,209.84000000000003
242,2410,Eugenia,Verey,Female,75.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0,49.0,75351 Ridgeview Lane,3181.0,VIC,Australia,11.0,248,57,2017-07-21,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-23,1630.25
243,3466,Victor,Zaple,Male,65.0,Marketing Assistant,IT,Mass Customer,N,No,18.0,43.0,6 4th Lane,3079.0,VIC,Australia,11.0,249,61,2017-02-10,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
244,1454,Caesar,Wattam,Male,4.0,Physical Therapy Assistant,Argiculture,Mass Customer,N,Yes,3.0,44.0,583 Jenna Pass,2567.0,NSW,Australia,9.0,250,48,2017-11-25,0,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,1997-02-09,812.44
245,3089,Wood,Nathan,Male,27.0,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,23.0,7 Westridge Terrace,4504.0,QLD,Australia,7.0,252,78,2017-12-03,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2013-09-16,1055.82
246,3123,Tina,Riggulsford,Female,71.0,Dental Hygienist,Health,High Net Worth,N,No,20.0,47.0,6915 Nobel Crossing,2195.0,NSW,Australia,6.0,253,2,2017-12-30,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
247,2692,Jacklyn,Bromehed,Female,57.0,Research Associate,Health,High Net Worth,N,Yes,22.0,34.0,8658 Maple Wood Plaza,3020.0,VIC,Australia,7.0,254,67,2017-07-26,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1999-06-23,690.49
249,1580,Laird,Prover,Male,23.0,Associate Professor,Retail,High Net Worth,N,No,5.0,42.0,3384 Nelson Circle,4227.0,QLD,Australia,3.0,256,13,2017-10-22,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,751.02
250,352,Orrin,Finding,Male,12.0,Sales Representative,Retail,Mass Customer,N,No,4.0,44.0,6 Sunbrook Center,4350.0,QLD,Australia,6.0,257,65,2017-03-22,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,1028.76
251,1777,Lucinda,Jerok,Female,47.0,Sales Representative,Retail,Affluent Customer,N,No,1.0,29.0,835 West Hill,2118.0,NSW,Australia,11.0,258,49,2017-06-15,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,133.38
252,142,Bentley,Fortesquieu,Male,57.0,Quality Engineer,Health,Affluent Customer,N,No,17.0,56.0,68063 Blue Bill Park Center,3058.0,VIC,Australia,9.0,259,87,2017-07-06,1,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,471.6
253,3393,Henrietta,Olexa,Female,23.0,Technical Writer,Retail,Mass Customer,N,Yes,7.0,69.0,0 Weeping Birch Plaza,2093.0,NSW,Australia,12.0,260,31,2017-12-28,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-16,57.72999999999999
255,1258,Nefen,Ferriere,Male,89.0,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,45.0,71 Sundown Circle,4720.0,QLD,Australia,1.0,262,91,2017-01-18,0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26,25.08999999999999
256,3405,Gavra,Robez,Female,89.0,Project Manager,Financial Services,Mass Customer,N,Yes,3.0,27.0,80269 Southridge Park,4014.0,QLD,Australia,6.0,263,53,2017-10-22,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2000-05-22,693.76
257,3198,Dur,Knappen,Male,66.0,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,26.0,05600 Lien Plaza,3796.0,VIC,Australia,8.0,264,38,2017-01-30,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1993-07-20,751.02
258,834,Rudolf,Brandes,Male,37.0,Environmental Tech,Financial Services,Mass Customer,N,No,3.0,50.0,3 Washington Plaza,3199.0,VIC,Australia,7.0,265,20,2017-06-26,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,195.33999999999992
259,3467,Killy,Spaducci,Male,31.0,VP Quality Control,IT,Mass Customer,N,No,21.0,43.0,682 Claremont Circle,4350.0,QLD,Australia,6.0,266,44,2017-11-07,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,1660.88
261,1516,Ham,Pietrusiak,Male,6.0,VP Sales,IT,Affluent Customer,N,No,19.0,56.0,4517 Colorado Place,2210.0,NSW,Australia,10.0,268,68,2017-08-27,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,1592.19
263,2362,Herbie,Machans,Male,49.0,Developer II,Financial Services,Affluent Customer,N,Yes,19.0,51.0,89972 Graedel Point,2176.0,NSW,Australia,9.0,270,2,2017-02-13,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09,17.869999999999997
264,2337,Odilia,Bick,Female,47.0,Programmer Analyst II,Health,Mass Customer,N,No,1.0,23.0,2 Straubel Lane,2477.0,NSW,Australia,6.0,271,27,2017-07-11,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,110.80999999999995
